URL,Is 404,Status Code,Response Time,Error
https://waymotorworks.com/product.php?productid=16931&cat=0&page=1,False,200,1.885,
https://www.waymotorworks.com/h-r-street-performance-coilovers-r50-r53.html,False,200,1.442,
http://www.waymotorworks.com/door-lock-actuator-r60-countryman-r61-paceman.html?printable=Y,False,200,1.949,
https://www.waymotorworks.com/12-roadster-s-r59/maintenance/index7.html?sort_direction=1,False,200,1.601,
http://www.waymotorworks.com/14-f56-cooper-s/index9.html?sort=title,False,200,1.521,
http://www.waymotorworks.com/nm-discharge-pipe-black.html,False,200,1.871,
http://www.waymotorworks.com/02-06-cooper-r50/maintenance/index6.html,False,200,1.439,
https://www.waymotorworks.com/12-roadster-s-r59/performance/drivetrain/index8.html,False,200,1.575,
https://www.waymotorworks.com/12-roadster-r59/index10.html,False,200,1.693,
https://www.waymotorworks.com/12-coupe-s-r58/index17.html?sort=price,False,200,1.751,
https://www.waymotorworks.com/jeep-liberty-radiator.html,False,200,1.697,
https://www.waymotorworks.com/11-countryman-r60/index5.html?sort_direction=1,False,200,1.66,
https://www.waymotorworks.com/wmw-ecu-tune-r50-r52-cooper-non-s.html,False,200,1.47,
http://www.waymotorworks.com/used-head-screw-plugs-r50-r52-r53.html,True,404,1.29,HTTP Error 404: Not Found
https://www.waymotorworks.com/megan-racing-r50-r53-coilovers.html,False,200,1.484,
https://www.waymotorworks.com/09-10-cabrio-r57/maintenance/index3.html?sort_direction=1,False,200,1.381,
https://www.waymotorworks.com/08-10-clubman-r55/handling/suspension/index3.html,False,200,1.368,
https://www.waymotorworks.com/11-countryman-r60/exterior/accessories/index2.html,False,200,1.433,
https://www.waymotorworks.com/02-06-cooper-r50/handling/suspension/index5.html?sort=price,False,200,1.507,
https://waymotorworks.com/manufacturers/?manufacturerid=26&page=100,True,404,0.734,HTTP Error 404: Not Found
https://www.waymotorworks.com/stock-clutch-kit-r52-r53-cooper-s.html,False,200,1.699,
https://www.waymotorworks.com/handling/index12.html?sort=title,False,200,1.514,
https://www.waymotorworks.com/chassis-bones-body-braces-f55-f56-f57.html,False,200,1.431,
https://www.waymotorworks.com/07-10-cooper-r56/exterior/index3.html,False,200,1.555,
http://www.waymotorworks.com/home.php?printable=Y&cat=1350,False,200,1.504,
https://www.waymotorworks.com/11-countryman-r60/index8.html,False,200,1.573,
https://www.waymotorworks.com/02-06-cooper-s-r53/handling/index2.html,False,200,1.568,
http://www.waymotorworks.com/05-08-cooper-cabrio-s-r52/exterior/aerodynamics/index2.html,False,200,1.454,
https://www.waymotorworks.com/performance/drivetrain/index7.html?sort=price,False,200,1.419,
https://www.waymotorworks.com/05-08-cooper-cabrio-r52/handling/index5.html?printable=Y,False,200,1.428,
http://www.waymotorworks.com/09-10-cabrio-r57/index25.html,False,200,1.458,
https://www.waymotorworks.com/12-coupe-s-r58/handling/index5.html,False,200,1.456,
http://www.waymotorworks.com/grille-badge-holder-oem.html,False,200,1.826,
http://waymotorworks.com/coco-boot-mat-r55-clubman.html,True,404,1.287,HTTP Error 404: Not Found
http://www.waymotorworks.com/12-coupe-s-r58/brakes/index3.html,False,200,1.29,
https://www.waymotorworks.com/02-06-cooper-r50/performance/drivetrain/electrical/index2.html,False,200,1.36,
http://www.waymotorworks.com/radiator-support-r52-r53-cooper-s.html?js=n,False,200,1.589,
https://www.waymotorworks.com/oil-pressure-control-solenoid-n18-r55-r56-r57-r58-r59-r60-r61-cooper-s.html,False,200,1.314,
http://www.waymotorworks.com/09-10-cabrio-r57/maintenance/index3.html?sort=price,False,200,1.22,
http://www.waymotorworks.com/05-08-cooper-cabrio-r52/maintenance/index9.html,False,200,1.313,
https://www.waymotorworks.com/milltek-valvesonic-exhaust-for-f56-mini-cooper-s.html,False,200,1.419,
https://www.waymotorworks.com/front-smoke-arch-lights-r50-r52-r53.html,False,200,1.394,
https://www.waymotorworks.com/mini-spare-tire-wheel.html,False,200,1.423,
https://www.waymotorworks.com/08-clubman-s-r55/exterior/lighting/index2.html,False,200,1.422,
https://www.waymotorworks.com/diecast-models/index2.html?js=n,False,200,1.388,
http://www.waymotorworks.com/product.php?productid=16259&cat=0&page=3,True,404,1.257,HTTP Error 404: Not Found
https://www.waymotorworks.com/turn-signal-stalk-r50-r52-r53.html,False,200,1.072,
http://www.waymotorworks.com/15-f55-cooper-s/exterior/accessories/index3.html,False,200,1.455,
http://www.waymotorworks.com/07-10-cooper-r56/index18.html?sort=title,False,200,1.56,
http://www.waymotorworks.com/09-10-cabrio-r57/maintenance/index3.html?js=n,False,200,1.377,
http://www.waymotorworks.com/jcw-intake-r56-r55-r57.html,True,404,1.523,HTTP Error 404: Not Found
https://www.waymotorworks.com/09-10-cabrio-r57/maintenance/index3.html?js=n,False,200,1.466,
https://www.waymotorworks.com/fuel-filter-assembly-r52-r53-cooper-s.html,False,200,1.43,
https://www.waymotorworks.com/11-countryman-r60/maintenance/fluids/index2.html,False,200,1.469,
https://www.waymotorworks.com/fluid-crank-damper-pulley-r53.html,False,200,1.433,
http://www.waymotorworks.com/oil-pan-gasket-r55-r56-r57-r58-r59-r60-r61.html,False,200,1.718,
https://www.waymotorworks.com/milltek-cat-back-exhaust-focus-st.html,False,200,1.467,
https://www.waymotorworks.com/akrapovic-bmw-m5-f10-titanium-exhaust-system.html,False,200,1.537,
https://www.waymotorworks.com/stainless-steel-brake-lines-r61-mini-paceman.html,False,200,1.393,
https://www.waymotorworks.com/07-10-cooper-r56/maintenance/all/index7.html,True,404,1.37,HTTP Error 404: Not Found
https://www.waymotorworks.com/intake-manifold-gaskets-r50-cooper.html,False,200,1.327,
https://www.waymotorworks.com/n14-engine-valve-cover-bolt-set-r55-r56-r57-r58-r59-cooper-s.html,False,200,1.413,
https://www.waymotorworks.com/afe-power-mach-force-xp-catback-exhaust-r56-r57-r58-r59.html,False,200,1.477,
https://www.waymotorworks.com/airtec-front-mount-intercooler-for-r52-r53.html,False,200,1.399,
http://www.waymotorworks.com/product.php?productid=20048&cat=694&page=1,True,404,1.287,HTTP Error 404: Not Found
https://www.waymotorworks.com/test-pipe-cat-install.html?js=n,False,200,1.027,
http://www.waymotorworks.com/honda-civic-type-r-ohlins-coilovers.html,False,200,1.292,
http://www.waymotorworks.com/boost-pressure-sensor-cooper-s-r55-r56-r57-r58-r59-r60.html?printable=Y,False,200,1.766,
http://www.waymotorworks.com/12-coupe-s-r58/index8.html,False,200,1.474,
http://www.waymotorworks.com/05-08-cooper-cabrio-r52/index4.html,False,200,1.367,
https://www.waymotorworks.com/exhaust-rocker-arm-r50-r52-r53.html,False,200,1.389,
https://www.waymotorworks.com/08-10-clubman-r55/performance/drivetrain/index3.html,False,200,1.433,
https://www.waymotorworks.com/product.php?productid=18363&cat=0&page=7,True,404,0.961,HTTP Error 404: Not Found
https://www.waymotorworks.com/05-08-cooper-cabrio-s-r52/exterior/accessories/index3.html,False,200,2.028,
https://www.waymotorworks.com/05-08-cooper-cabrio-r52-maintenance-tools/?printable=Y,False,200,1.479,
https://www.waymotorworks.com/12-coupe-s-r58/index17.html?sort_direction=1,False,200,2.872,
http://www.waymotorworks.com/product.php?productid=20237&cat=736&page=1,True,404,1.277,HTTP Error 404: Not Found
https://www.waymotorworks.com/mini,False,200,1.181,
https://www.waymotorworks.com/12-roadster-s-r59/exterior/accessories/index2.html,False,200,1.56,
https://www.waymotorworks.com/handling/suspension/springs/index2.html?sort_direction=1,False,200,1.491,
https://www.waymotorworks.com/speaker-upgrade-kit-r55-r56-r57-r58-r59.html,False,200,1.448,
https://www.waymotorworks.com/carbon-fiber-steering-wheel-overlays.html?printable=Y,False,200,1.434,
https://www.waymotorworks.com/05-08-cooper-cabrio-r52/handling/suspension/index4.html,False,200,1.575,
http://waymotorworks.com/home.php?cat=1373,False,200,1.282,
https://www.waymotorworks.com/cooling-system/index2.html?js=n,False,200,1.432,
http://www.waymotorworks.com/tsw-rear-swaybar-19mm.html,False,200,1.317,
